78,Free Willy (1993),
79,Fugitive,
80,Hot Shots! Part Deux (1993),
81,Hudsucker Proxy,
82,Jurassic Park (1993),
83,Much Ado About Nothing (1993),
84,Robert A. Heinlein's The Puppet Masters (1994),
85,Ref,
86,Remains of the Day,
87,Searching for Bobby Fischer (1993),
88,Sleepless in Seattle (1993),
89,Blade Runner (1982),
90,So I Married an Axe Murderer (1993),
91,Nightmare Before Christmas,
92,True Romance (1993),
93,Welcome to the Dollhouse (1995),
94,Home Alone (1990),
95,Aladdin (1992),
96,Terminator 2: Judgment Day (1991),
97,Dances with Wolves (1990),
98,Silence of the Lambs,5
99,Snow White and the Seven Dwarfs (1937),
100,Fargo (1996),
101,Heavy Metal (1981),
102,Aristocats,5
103,All Dogs Go to Heaven 2 (1996),
104,Theodore Rex (1995),
105,Sgt. Bilko (1996),
106,Diabolique (1996),
107,Moll Flanders (1996),
108,Kids in the Hall: Brain Candy (1996),
109,Mystery Science Theater 3000: The Movie (1996),
110,Operation Dumbo Drop (1995),
111,Truth About Cats & Dogs,
112,Flipper (1996),
113,Horseman on the Roof,
114,Wallace & Gromit: The Best of Aardman Animation (1996),
115,Haunted World of Edward D. Wood Jr.,
116,Cold Comfort Farm (1995),
117,Rock,
118,Twister (1996),
119,Maya Lin: A Strong Clear Vision (1994),
120,Striptease (1996),
121,Independence Day (ID4) (1996),
122,Cable Guy,
123,Frighteners,
124,Lone Star (1996),
125,Phenomenon (1996),
126,Spitfire Grill,
127,Godfather,
128,Supercop (1992),
129,Bound (1996),
130,Kansas City (1996),
131,Breakfast at Tiffany's (1961),
132,Wizard of Oz,
133,Gone with the Wind (1939),
134,Citizen Kane (1941),
135,2001: A Space Odyssey (1968),
136,Mr. Smith Goes to Washington (1939),
137,Big Night (1996),
138,D3: The Mighty Ducks (1996),
139,Love Bug,5
140,Homeward Bound: The Incredible Journey (1993),
141,20,
142,Bedknobs and Broomsticks (1971),
143,Sound of Music,
144,Die Hard (1988),
145,Lawnmower Man,
146,Unhook the Stars (1996),
147,Long Kiss Goodnight,
148,Ghost and the Darkness,
149,Jude (1996),
150,Swingers (1996),
151,Willy Wonka and the Chocolate Factory (1971),
152,Sleeper (1973),
153,Fish Called Wanda,
154,Monty Python's Life of Brian (1979),
155,Dirty Dancing (1987),
156,Reservoir Dogs (1992),
157,Platoon (1986),5
158,Weekend at Bernie's (1989),
159,Basic Instinct (1992),
160,Glengarry Glen Ross (1992),
161,Top Gun (1986),
162,On Golden Pond (1981),5
163,Return of the Pink Panther,
164,Abyss,
165,Jean de Florette (1986),
166,Manon of the Spring (Manon des sources) (1986),
167,Private Benjamin (1980),
168,Monty Python and the Holy Grail (1974),
169,Wrong Trousers,
170,Cinema Paradiso (1988),
171,Delicatessen (1991),
172,Empire Strikes Back,
173,Princess Bride,
174,Raiders of the Lost Ark (1981),
175,Brazil (1985),
176,Aliens (1986),5
177,The Good The Bad and the Ugly,
178,12 Angry Men (1957),
179,Clockwork Orange,
180,Apocalypse Now (1979),
181,Return of the Jedi (1983),
182,GoodFellas (1990),
183,Alien (1979),
184,Army of Darkness (1993),
185,Psycho (1960),
186,Blues Brothers,
187,Godfather: Part II,
188,Full Metal Jacket (1987),
189,Grand Day Out,
190,Henry V (1989),
191,Amadeus (1984),
192,Raging Bull (1980),
193,Right Stuff,
194,Sting,
195,Terminator,5
196,Dead Poets Society (1989),
197,Graduate,
198,Nikita (La Femme Nikita) (1990),
199,Bridge on the River Kwai,
200,Shining,
201,Evil Dead II (1987),
202,Groundhog Day (1993),
203,Unforgiven (1992),
204,Back to the Future (1985),
205,Patton (1970),
206,Akira (1988),
207,Cyrano de Bergerac (1990),
208,Young Frankenstein (1974),
209,This Is Spinal Tap (1984),
210,Indiana Jones and the Last Crusade (1989),
211,M*A*S*H (1970),5
212,Unbearable Lightness of Being,
213,Room with a View,
214,Pink Floyd - The Wall (1982),
215,Field of Dreams (1989),
216,When Harry Met Sally... (1989),
217,Bram Stoker's Dracula (1992),
218,Cape Fear (1991),
219,Nightmare on Elm Street,
220,Mirror Has Two Faces,
221,Breaking the Waves (1996),
222,Star Trek: First Contact (1996),
223,Sling Blade (1996),
224,Ridicule (1996),
225,101 Dalmatians (1996),
226,Die Hard 2 (1990),
227,Star Trek VI: The Undiscovered Country (1991),
228,Star Trek: The Wrath of Khan (1982),
229,Star Trek III: The Search for Spock (1984),
230,Star Trek IV: The Voyage Home (1986),
231,Batman Returns (1992),
232,Young Guns (1988),
233,Under Siege (1992),
234,Jaws (1975),
235,Mars Attacks! (1996),
236,Citizen Ruth (1996),
237,Jerry Maguire (1996),
238,Raising Arizona (1987),
239,Sneakers (1992),
240,Beavis and Butt-head Do America (1996),
241,Last of the Mohicans,
242,Kolya (1996),
243,Jungle2Jungle (1997),
244,Smilla's Sense of Snow (1997),
245,Devil's Own,
246,Chasing Amy (1997),5
247,Turbo: A Power Rangers Movie (1997),
248,Grosse Pointe Blank (1997),
249,Austin Powers: International Man of Mystery (1997),
250,Fifth Element,
251,Shall We Dance? (1996),
252,Lost World: Jurassic Park,
253,Pillow Book,
254,Batman & Robin (1997),
255,My Best Friend's Wedding (1997),
256,When the Cats Away (Chacun cherche son chat) (1996),
257,Men in Black (1997),
258,Contact (1997),
259,George of the Jungle (1997),
260,Event Horizon (1997),
261,Air Bud (1997),5
262,In the Company of Men (1997),
263,Steel (1997),
264,Mimic (1997),
265,Hunt for Red October,
266,Kull the Conqueror (1997),
267,unknown,
268,Chasing Amy (1997),
269,Full Monty,
270,Gattaca (1997),
271,Starship Troopers (1997),
272,Good Will Hunting (1997),
273,Heat (1995),
274,Sabrina (1995),
275,Sense and Sensibility (1995),
276,Leaving Las Vegas (1995),
277,Restoration (1995),
278,Bed of Roses (1996),
279,Once Upon a Time... When We Were Colored (1995),
280,Up Close and Personal (1996),
281,River Wild,
282,Time to Kill,
283,Emma (1996),
284,Tin Cup (1996),5
285,Secrets & Lies (1996),
286,English Patient,
287,Marvin's Room (1996),
288,Scream (1996),
289,Evita (1996),
290,Fierce Creatures (1997),
291,Absolute Power (1997),
292,Rosewood (1997),
293,Donnie Brasco (1997),
294,Liar Liar (1997),
295,Breakdown (1997),
296,Promesse,
297,Ulee's Gold (1997),
298,Face/Off (1997),
299,Hoodlum (1997),
300,Air Force One (1997),5
301,In & Out (1997),
302,L.A. Confidential (1997),
303,Ulee's Gold (1997),
304,Fly Away Home (1996),
305,Ice Storm,
306,Mrs. Brown (Her Majesty,
307,Devil's Advocate,
308,FairyTale: A True Story (1997),
309,Deceiver (1997),
310,Rainmaker,
311,Wings of the Dove,
312,Midnight in the Garden of Good and Evil (1997),
313,Titanic (1997),
314,3 Ninjas: High Noon At Mega Mountain (1998),
315,Apt Pupil (1998),
316,As Good As It Gets (1997),
317,In the Name of the Father (1993),
318,Schindler's List (1993),3
319,Everyone Says I Love You (1996),
320,Paradise Lost: The Child Murders at Robin Hood Hills (1996),
321,Mother (1996),
322,Murder at 1600 (1997),
323,Dante's Peak (1997),
324,Lost Highway (1997),
325,Crash (1996),
326,G.I. Jane (1997),
327,Cop Land (1997),
328,Conspiracy Theory (1997),
329,Desperate Measures (1998),
330,187 (1997),
331,Edge,
332,Kiss the Girls (1997),
333,Game,
334,U Turn (1997),
335,How to Be a Player (1997),
336,Playing God (1997),
337,House of Yes,
338,Bean (1997),
339,Mad City (1997),
340,Boogie Nights (1997),
341,Critical Care (1997),
342,Man Who Knew Too Little,
343,Alien: Resurrection (1997),
344,Apostle,
345,Deconstructing Harry (1997),
346,Jackie Brown (1997),
347,Wag the Dog (1997),
348,Desperate Measures (1998),
349,Hard Rain (1998),
350,Fallen (1998),
351,Prophecy II,
352,Spice World (1997),
353,Deep Rising (1998),
354,Wedding Singer,
355,Sphere (1998),
356,Client,
357,One Flew Over the Cuckoo's Nest (1975),
358,Spawn (1997),
359,Assignment,
360,Wonderland (1997),
361,Incognito (1997),
362,Blues Brothers 2000 (1998),
363,Sudden Death (1995),
364,Ace Ventura: When Nature Calls (1995),
365,Powder (1995),
366,Dangerous Minds (1995),
367,Clueless (1995),
368,Bio-Dome (1996),
369,Black Sheep (1996),
370,Mary Reilly (1996),
371,Bridges of Madison County,
372,Jeffrey (1995),
373,Judge Dredd (1995),
374,Mighty Morphin Power Rangers: The Movie (1995),
375,Showgirls (1995),
376,Houseguest (1994),
377,Heavyweights (1994),
378,Miracle on 34th Street (1994),
379,Tales From the Crypt Presents: Demon Knight (1995),
380,Star Trek: Generations (1994),
381,Muriel's Wedding (1994),
382,Adventures of Priscilla,
383,Flintstones,
384,Naked Gun 33 1/3: The Final Insult (1994),
385,True Lies (1994),
386,Addams Family Values (1993),
387,Age of Innocence,
388,Beverly Hills Cop III (1994),
389,Black Beauty (1994),
390,Fear of a Black Hat (1993),
391,Last Action Hero (1993),
392,Man Without a Face,
393,Mrs. Doubtfire (1993),
394,Radioland Murders (1994),
395,Robin Hood: Men in Tights (1993),
396,Serial Mom (1994),
397,Striking Distance (1993),
398,Super Mario Bros. (1993),
399,Three Musketeers,
400,Little Rascals,
401,Brady Bunch Movie,
402,Ghost (1990),
403,Batman (1989),
404,Pinocchio (1940),
405,Mission: Impossible (1996),
406,Thinner (1996),
407,Spy Hard (1996),
408,Close Shave,
409,Jack (1996),
410,Kingpin (1996),
411,Nutty Professor,
412,Very Brady Sequel,
413,Tales from the Crypt Presents: Bordello of Blood (1996),
414,My Favorite Year (1982),
415,Apple Dumpling Gang,
416,Old Yeller (1957),
417,Parent Trap,
418,Cinderella (1950),
419,Mary Poppins (1964),
420,Alice in Wonderland (1951),
421,William Shakespeare's Romeo and Juliet (1996),
422,Aladdin and the King of Thieves (1996),
423,E.T. the Extra-Terrestrial (1982),
424,Children of the Corn: The Gathering (1996),
425,Bob Roberts (1992),
426,Transformers: The Movie,
427,To Kill a Mockingbird (1962),
428,Harold and Maude (1971),
429,Day the Earth Stood Still,
430,Duck Soup (1933),
431,Highlander (1986),
432,Fantasia (1940),
433,Heathers (1989),
434,Forbidden Planet (1956),
435,Butch Cassidy and the Sundance Kid (1969),
436,American Werewolf in London,
437,Amityville 1992: It's About Time (1992),
438,Amityville 3-D (1983),
439,Amityville: A New Generation (1993),
440,Amityville II: The Possession (1982),
441,Amityville Horror,
442,Amityville Curse,
443,Birds,
444,Blob,
445,Body Snatcher,
446,Burnt Offerings (1976),
447,Carrie (1976),
448,Omen,
449,Star Trek: The Motion Picture (1979),
450,Star Trek V: The Final Frontier (1989),
451,Grease (1978),
452,Jaws 2 (1978),
453,Jaws 3-D (1983),
454,Bastard Out of Carolina (1996),
455,Jackie Chan's First Strike (1996),
456,Beverly Hills Ninja (1997),
457,Free Willy 3: The Rescue (1997),
458,Nixon (1995),
459,Cry,
460,Crossing Guard,
461,Smoke (1995),
462,Like Water For Chocolate (Como agua para chocolate) (1992),
463,Secret of Roan Inish,
464,Vanya on 42nd Street (1994),
465,Jungle Book,
466,Red Rock West (1992),
467,Bronx Tale,
468,Rudy (1993),
469,Short Cuts (1993),
470,Tombstone (1993),
471,Courage Under Fire (1996),
472,Dragonheart (1996),
473,James and the Giant Peach (1996),
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),
475,Trainspotting (1996),
476,First Wives Club,
477,Matilda (1996),
478,Philadelphia Story,
479,Vertigo (1958),
480,North by Northwest (1959),
481,Apartment,
482,Some Like It Hot (1959),
483,Casablanca (1942),
484,Maltese Falcon,
485,My Fair Lady (1964),
486,Sabrina (1954),
487,Roman Holiday (1953),
488,Sunset Blvd. (1950),
489,Notorious (1946),
490,To Catch a Thief (1955),
491,Adventures of Robin Hood,
492,East of Eden (1955),
493,Thin Man,
494,His Girl Friday (1940),
495,Around the World in 80 Days (1956),
496,It's a Wonderful Life (1946),
497,Bringing Up Baby (1938),
498,African Queen,
499,Cat on a Hot Tin Roof (1958),
500,Fly Away Home (1996),
501,Dumbo (1941),
502,Bananas (1971),
503,Candidate,
504,Bonnie and Clyde (1967),
505,Dial M for Murder (1954),
506,Rebel Without a Cause (1955),
507,Streetcar Named Desire,1
508,People vs. Larry Flynt,
509,My Left Foot (1989),
510,Magnificent Seven,
511,Lawrence of Arabia (1962),
512,Wings of Desire (1987),
513,Third Man,
514,Annie Hall (1977),
515,Boot,
516,Local Hero (1983),
517,Manhattan (1979),
518,Miller's Crossing (1990),
519,Treasure of the Sierra Madre,
520,Great Escape,
521,Deer Hunter,
522,Down by Law (1986),
523,Cool Hand Luke (1967),
524,Great Dictator,
525,Big Sleep,
526,Ben-Hur (1959),
527,Gandhi (1982),
528,Killing Fields,
529,My Life as a Dog (Mitt liv som hund) (1985),
530,Man Who Would Be King,
531,Shine (1996),
532,Kama Sutra: A Tale of Love (1996),
533,Daytrippers,
534,Traveller (1997),
535,Addicted to Love (1997),
536,Ponette (1996),
537,My Own Private Idaho (1991),
538,Anastasia (1997),
539,Mouse Hunt (1997),
540,Money Train (1995),
541,Mortal Kombat (1995),
542,Pocahontas (1995),
543,Misérables,
544,Things to Do in Denver when You're Dead (1995),
545,Vampire in Brooklyn (1995),
546,Broken Arrow (1996),
547,Young Poisoner's Handbook,
548,NeverEnding Story III,
549,Rob Roy (1995),
550,Die Hard: With a Vengeance (1995),
551,Lord of Illusions (1995),
552,Species (1995),
553,Walk in the Clouds,
554,Waterworld (1995),
555,White Man's Burden (1995),
556,Wild Bill (1995),
557,Farinelli: il castrato (1994),
558,Heavenly Creatures (1994),
559,Interview with the Vampire (1994),
560,Kid in King Arthur's Court,
561,Mary Shelley's Frankenstein (1994),
562,Quick and the Dead,
563,Stephen King's The Langoliers (1995),
564,Tales from the Hood (1995),
565,Village of the Damned (1995),
566,Clear and Present Danger (1994),
567,Wes Craven's New Nightmare (1994),
568,Speed (1994),
569,Wolf (1994),
570,Wyatt Earp (1994),
571,Another Stakeout (1993),
572,Blown Away (1994),
573,Body Snatchers (1993),
574,Boxing Helena (1993),
575,City Slickers II: The Legend of Curly's Gold (1994),
576,Cliffhanger (1993),
577,Coneheads (1993),
578,Demolition Man (1993),
579,Fatal Instinct (1993),
580,Englishman Who Went Up a Hill,
581,Kalifornia (1993),
582,Piano,
583,Romeo Is Bleeding (1993),
584,Secret Garden,
585,Son in Law (1993),
586,Terminal Velocity (1994),
587,Hour of the Pig,
588,Beauty and the Beast (1991),
589,Wild Bunch,
590,Hellraiser: Bloodline (1996),
591,Primal Fear (1996),
592,True Crime (1995),
593,Stalingrad (1993),
594,Heavy (1995),
595,Fan,
596,Hunchback of Notre Dame,
597,Eraser (1996),
598,Big Squeeze,
599,Police Story 4: Project S (Chao ji ji hua) (1993),
600,Daniel Defoe's Robinson Crusoe (1996),
601,For Whom the Bell Tolls (1943),
602,American in Paris,
603,Rear Window (1954),
604,It Happened One Night (1934),
605,Meet Me in St. Louis (1944),
606,All About Eve (1950),
607,Rebecca (1940),
608,Spellbound (1945),
609,Father of the Bride (1950),
610,Gigi (1958),3
611,Laura (1944),
612,Lost Horizon (1937),
613,My Man Godfrey (1936),
614,Giant (1956),
615,39 Steps,
616,Night of the Living Dead (1968),
617,Blue Angel,
618,Picnic (1955),
619,Extreme Measures (1996),
620,Chamber,
621,Davy Crockett,4
622,Swiss Family Robinson (1960),
623,Angels in the Outfield (1994),
624,Three Caballeros,
625,Sword in the Stone,
626,So Dear to My Heart (1949),
627,Robin Hood: Prince of Thieves (1991),
628,Sleepers (1996),
629,Victor/Victoria (1982),
630,Great Race,
631,Crying Game,
632,Sophie's Choice (1982),
633,Christmas Carol,
634,Microcosmos: Le peuple de l'herbe (1996),
635,Fog,2
636,Escape from New York (1981),
637,Howling,
638,Return of Martin Guerre,
639,Tin Drum,
640,Cook the Thief His Wife & Her Lover,
641,Paths of Glory (1957),
642,Grifters,
643,The Innocent (1994),
644,Thin Blue Line,
645,Paris Is Burning (1990),
646,Once Upon a Time in the West (1969),
647,Ran (1985),
648,Quiet Man,
649,Once Upon a Time in America (1984),
650,Seventh Seal,
651,Glory (1989),
652,Rosencrantz and Guildenstern Are Dead (1990),
653,Touch of Evil (1958),
654,Chinatown (1974),
655,Stand by Me (1986),5
656,M (1931),1
657,Manchurian Candidate,
658,Pump Up the Volume (1990),
659,Arsenic and Old Lace (1944),
660,Fried Green Tomatoes (1991),
661,High Noon (1952),
662,Somewhere in Time (1980),
663,Being There (1979),
664,Paris,
665,Alien 3 (1992),
666,Blood For Dracula (Andy Warhol's Dracula) (1974),
667,Audrey Rose (1977),
668,Blood Beach (1981),
669,Body Parts (1991),
670,Body Snatchers (1993),
671,Bride of Frankenstein (1935),
672,Candyman (1992),5
673,Cape Fear (1962),
674,Cat People (1982),
675,Nosferatu (Nosferatu,
676,Crucible,
677,Fire on the Mountain (1996),
678,Volcano (1997),
679,Conan the Barbarian (1981),
680,Kull the Conqueror (1997),
681,Wishmaster (1997),
682,I Know What You Did Last Summer (1997),
683,Rocket Man (1997),
684,In the Line of Fire (1993),
685,Executive Decision (1996),
686,Perfect World,
687,McHale's Navy (1997),
688,Leave It to Beaver (1997),
689,Jackal,
690,Seven Years in Tibet (1997),
691,Dark City (1998),5
692,American President,
693,Casino (1995),
694,Persuasion (1995),
695,Kicking and Screaming (1995),
696,City Hall (1996),
697,Basketball Diaries,
698,Browning Version,
699,Little Women (1994),
700,Miami Rhapsody (1995),
701,Wonderful,5
702,Barcelona (1994),
703,Widows' Peak (1994),
704,House of the Spirits,
705,Singin' in the Rain (1952),
706,Bad Moon (1996),
707,Enchanted April (1991),
708,Sex,
709,Strictly Ballroom (1992),
710,Better Off Dead... (1985),
711,Substance of Fire,
712,Tin Men (1987),
713,Othello (1995),2
714,Carrington (1995),
715,To Die For (1995),
716,Home for the Holidays (1995),
717,Juror,
718,In the Bleak Midwinter (1995),
719,Canadian Bacon (1994),
720,First Knight (1995),
721,Mallrats (1995),
722,Nine Months (1995),
723,Boys on the Side (1995),
724,Circle of Friends (1995),
725,Exit to Eden (1994),
726,Fluke (1995),
727,Immortal Beloved (1994),
728,Junior (1994),4
729,Nell (1994),
730,Queen Margot (Reine Margot,
731,Corrina,
732,Dave (1993),
733,Go Fish (1994),
734,Made in America (1993),
735,Philadelphia (1993),
736,Shadowlands (1993),3
737,Sirens (1994),
738,Threesome (1994),
739,Pretty Woman (1990),
740,Jane Eyre (1996),2
741,Last Supper,
742,Ransom (1996),
743,Crow: City of Angels,
744,Michael Collins (1996),
745,Ruling Class,
746,Real Genius (1985),
747,Benny & Joon (1993),
748,Saint,
749,MatchMaker,
750,Amistad (1997),
751,Tomorrow Never Dies (1997),
752,Replacement Killers,
753,Burnt By the Sun (1994),
754,Red Corner (1997),
755,Jumanji (1995),
756,Father of the Bride Part II (1995),
757,Across the Sea of Time (1995),
758,Lawnmower Man 2: Beyond Cyberspace (1996),
759,Fair Game (1995),
760,Screamers (1995),
761,Nick of Time (1995),
762,Beautiful Girls (1996),
763,Happy Gilmore (1996),
764,If Lucy Fell (1996),
765,Boomerang (1992),2
766,Man of the Year (1995),
767,Addiction,
768,Casper (1995),
769,Congo (1995),
770,Devil in a Blue Dress (1995),
771,Johnny Mnemonic (1995),
772,Kids (1995),
773,Mute Witness (1994),
774,Prophecy,5
775,Something to Talk About (1995),
776,Three Wishes (1995),5
777,Castle Freak (1995),
778,Don Juan DeMarco (1995),
779,Drop Zone (1994),4
780,Dumb & Dumber (1994),
781,French Kiss (1995),
782,Little Odessa (1994),
783,Milk Money (1994),
784,Beyond Bedlam (1993),
785,Only You (1994),
786,Perez Family,1
787,Roommates (1995),4
788,Relative Fear (1994),
789,Swimming with Sharks (1995),
790,Tommy Boy (1995),3
791,Baby-Sitters Club,
792,Bullets Over Broadway (1994),
793,Crooklyn (1994),
794,It Could Happen to You (1994),
795,Richie Rich (1994),
796,Speechless (1994),4
797,Timecop (1994),2
798,Bad Company (1995),
799,Boys Life (1995),5
800,In the Mouth of Madness (1995),
801,Air Up There,5
802,Hard Target (1993),
803,Heaven & Earth (1993),4
804,Jimmy Hollywood (1994),3
805,Manhattan Murder Mystery (1993),2
806,Menace II Society (1993),1
807,Poetic Justice (1993),
808,Program,
809,Rising Sun (1993),
810,Shadow,
811,Thirty-Two Short Films About Glenn Gould (1993),
812,Andre (1994),
813,Celluloid Closet,
814,Great Day in Harlem,
815,One Fine Day (1996),
816,Candyman: Farewell to the Flesh (1995),
817,Frisk (1995),
818,Girl 6 (1996),
819,Eddie (1996),
820,Space Jam (1996),
821,Mrs. Winterbourne (1996),
822,Faces (1968),
823,Mulholland Falls (1996),
824,Great White Hype,
825,Arrival,
826,Phantom,
827,Daylight (1996),
828,Alaska (1996),
829,Fled (1996),
830,Power 98 (1995),
831,Escape from L.A. (1996),
832,Bogus (1996),
833,Bulletproof (1996),
834,Halloween: The Curse of Michael Myers (1995),
835,Gay Divorcee,
836,Ninotchka (1939),
837,Meet John Doe (1941),
838,In the Line of Duty 2 (1987),
839,Loch Ness (1995),
840,Last Man Standing (1996),
841,Glimmer Man,
842,Pollyanna (1960),
843,Shaggy Dog,
844,Freeway (1996),
845,That Thing You Do! (1996),
846,To Gillian on Her 37th Birthday (1996),
847,Looking for Richard (1996),
848,Murder,
849,Days of Thunder (1990),
850,Perfect Candidate,
851,Two or Three Things I Know About Her (1966),
852,Bloody Child,
853,Braindead (1992),
854,Bad Taste (1987),
855,Diva (1981),
856,Night on Earth (1991),
857,Paris Was a Woman (1995),
858,Amityville: Dollhouse (1996),
859,April Fool's Day (1986),
860,Believers,
861,Nosferatu a Venezia (1986),
862,Jingle All the Way (1996),
863,Garden of Finzi-Contini,
864,My Fellow Americans (1996),
865,Ice Storm,
866,Michael (1996),
867,Whole Wide World,
868,Hearts and Minds (1996),
869,Fools Rush In (1997),
870,Touch (1997),
871,Vegas Vacation (1997),4
872,Love Jones (1997),
873,Picture Perfect (1997),
874,Career Girls (1997),
875,She's So Lovely (1997),
876,Money Talks (1997),
877,Excess Baggage (1997),
878,That Darn Cat! (1997),
879,Peacemaker,
880,Soul Food (1997),
881,Money Talks (1997),
882,Washington Square (1997),
883,Telling Lies in America (1997),
884,Year of the Horse (1997),
885,Phantoms (1998),
886,Life Less Ordinary,
887,Eve's Bayou (1997),
888,One Night Stand (1997),
889,Tango Lesson,
890,Mortal Kombat: Annihilation (1997),
891,Bent (1997),
892,Flubber (1997),
893,For Richer or Poorer (1997),
894,Home Alone 3 (1997),
895,Scream 2 (1997),
896,Sweet Hereafter,
897,Time Tracers (1995),
898,Postman,
899,Winter Guest,
900,Kundun (1997),
901,Mr. Magoo (1997),
902,Big Lebowski,
903,Afterglow (1997),
904,Ma vie en rose (My Life in Pink) (1997),
905,Great Expectations (1998),
906,Oscar & Lucinda (1997),
907,Vermin (1998),
908,Half Baked (1998),
909,Dangerous Beauty (1998),
910,Nil By Mouth (1997),
911,Twilight (1998),
912,U.S. Marshalls (1998),
913,Love and Death on Long Island (1997),
914,Wild Things (1998),
915,Primary Colors (1998),
916,Lost in Space (1998),
917,Mercury Rising (1998),
918,City of Angels (1998),
919,City of Lost Children,
920,Two Bits (1995),
921,Farewell My Concubine (1993),
922,Dead Man (1995),
923,Raise the Red Lantern (1991),
924,White Squall (1996),
925,Unforgettable (1996),
926,Down Periscope (1996),
927,Flower of My Secret,
928,Craft,
929,Harriet the Spy (1996),
930,Chain Reaction (1996),
931,Island of Dr. Moreau,
932,First Kid (1996),
933,Funeral,
934,Preacher's Wife,
935,Paradise Road (1997),
936,Brassed Off (1996),
937,Thousand Acres,
938,Smile Like Yours,
939,Murder in the First (1995),
940,Airheads (1994),
941,With Honors (1994),
942,What's Love Got to Do with It (1993),
943,Killing Zoe (1994),
944,Renaissance Man (1994),
945,Charade (1963),
946,Fox and the Hound,
947,Big Blue,
948,Booty Call (1997),
949,How to Make an American Quilt (1995),
950,Georgia (1995),
951,Indian in the Cupboard,
952,Blue in the Face (1995),
953,Unstrung Heroes (1995),
954,Unzipped (1995),
955,Before Sunrise (1995),
956,Nobody's Fool (1994),
957,Pushing Hands (1992),
958,To Live (Huozhe) (1994),
959,Dazed and Confused (1993),
960,Naked (1993),
961,Orlando (1993),
962,Ruby in Paradise (1993),
963,Some Folks Call It a Sling Blade (1993),
964,Month by the Lake,
965,Funny Face (1957),
966,Affair to Remember,
967,Little Lord Fauntleroy (1936),
968,Inspector General,
969,Winnie the Pooh and the Blustery Day (1968),
970,Hear My Song (1991),
971,Mediterraneo (1991),
972,Passion Fish (1992),
973,Grateful Dead (1995),
974,Eye for an Eye (1996),
975,Fear (1996),
976,Solo (1996),
977,Substitute,
978,Heaven's Prisoners (1996),
979,Trigger Effect,
980,Mother Night (1996),
981,Dangerous Ground (1997),
982,Maximum Risk (1996),
983,Rich Man's Wife,
984,Shadow Conspiracy (1997),
985,Blood & Wine (1997),
986,Turbulence (1997),
987,Underworld (1997),
988,Beautician and the Beast,
989,Cats Don't Dance (1997),
990,Anna Karenina (1997),
991,Keys to Tulsa (1997),
992,Head Above Water (1996),
993,Hercules (1997),
994,Last Time I Committed Suicide,
995,Kiss Me,
996,Big Green,
997,Stuart Saves His Family (1995),
998,Cabin Boy (1994),
999,Clean Slate (1994),
1000,Lightning Jack (1994),
1001,Stupids,
1002,Pest,
1003,That Darn Cat! (1997),
1004,Geronimo: An American Legend (1993),
1005,Double vie de Véronique,
1006,Until the End of the World (Bis ans Ende der Welt) (1991),
1007,Waiting for Guffman (1996),
1008,I Shot Andy Warhol (1996),
1009,Stealing Beauty (1996),
1010,Basquiat (1996),
1011,2 Days in the Valley (1996),
1012,Private Parts (1997),
1013,Anaconda (1997),
1014,Romy and Michele's High School Reunion (1997),
1015,Shiloh (1997),
1016,Con Air (1997),
